Date,AAPL,ABBV,ABT,ACN,AIG,ALL,AMGN,AMZN,APA,APC,AXP,BA,BAC,BAX,BIIB,BK,BMY,C,CAT,CL,CMCSA,COF,COP,COST,CSCO,CVS,CVX,DD,DIS,DOW,DVN,EBAY,EMC,EMR,EXC,F,FB,FCX,FDX,FOXA,GD,GE,GILD,GM,GOOG,GS,HAL,HD,HON,HPQ,IBM,INTC,JNJ,JPM,KO,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,MMM,MO,MON,MRK,MS,MSFT,NKE,NOV,NSC,ORCL,OXY,PEP,PFE,PG,PM,QCOM,RTN,SBUX,SLB,SO,SPG,T,TGT,TWX,TXN,UNH,UNP,UPS,USB,UTX,V,VZ,WBA,WFC,WMT,XOM,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU,MTK,XAR,KBE,XBI,KCE,XHE,XHS,XHB,KIE,XME,XES,XOP,XPH,KRE,XRT,XSD,XSW,XTL,XTN
2017-01-24,119.970001,60.580002,40.310001,116.480003,65.5,74.470001,151.850006,822.440002,60.959999,71.18,77.43,160.550003,22.950001,45.849998,273.820007,44.630001,48.959999,56.740002,96.239998,68.260002,73.599998,88.730003,50.27,163.669998,30.6,81.779999,116.370003,76.050003,107.900002,59.639999,46.59,29.99,,59.110001,35.130001,12.61,129.369995,17.02,191.610001,30.280001,177.25,30,70.25,37,823.869995,233.679993,56.619999,138.059998,117.959999,15.17,175.899994,37.619999,111.760002,84.720001,41.900002,74.849998,252.910004,74,109.919998,121.050003,44.93,73.830002,54.91,175.970001,70.760002,108.839996,61.209999,42.73,63.52,53.450001,39.040001,116.620003,40.099998,67.870003,104.709999,31.15,87.860001,95.779999,55,147.979996,58.439999,84.580002,48.57,184.139999,41.360001,64.410004,96.349998,77.080002,160.429993,108.720001,116.050003,51.77,111.610001,83.230003,50.119999,81.230003,54.700001,67.400002,85.089996,84.68,52.91,74.559998,23.290001,69.07,63.720001,52.509998,50.200001,48.380001,64.199997,64.379997,43.380001,62.439999,46.169998,51.110001,55.619999,35.330002,83.230003,34.119999,23.07,41.34,37.77,55.380001,43.639999,58.619999,56.68,70.949997,55.119999
2017-01-23,120.080002,60.959999,40.34,114.82,65.489998,74.150002,152.720001,817.880005,60.77,69.860001,75.970001,157.839996,22.559999,46.02,276.019989,43.869999,50,55.68,94.459999,67.550003,73.260002,86.870003,49.939999,163.009995,30.27,81.25,115.389999,72.779999,107.120003,57.139999,45.630001,30.27,,58.290001,35.299999,12.31,128.929993,15.72,185.460007,30,177.229996,29.75,70.690002,36.650002,819.309998,232.669998,54.799999,138.070007,117.410004,14.67,171.029999,36.77,113.910004,83.709999,41.43,76.32,257.480011,72.580002,109.629997,121.379997,44.860001,74.769997,54.099998,178.509995,70.550003,108.440002,61.810001,41.959999,62.959999,53.240002,38.43,113.550003,39.68,67.989998,104.010002,31.459999,86.959999,94.760002,54.880001,147.050003,57.759998,84.269997,48.830002,185,42,63.849998,96.769997,75.730003,159.070007,107.989998,114.459999,50.970001,110.339996,82.150002,52.41,81.550003,54.25,66.650002,84.970001,83.989998,52.560001,73.75,23,69.550003,63.09,51.189999,49.889999,48.389999,63.099998,63.689999,42.650002,62.360001,45.529999,50.689999,55.41,34.32,82.879997,33.09,22.68,40.700001,38.049999,54.349998,43.07,57.400002,55.939999,70.010002,54.330002
2017-01-20,120,61.150002,40.459999,115.07,66.540001,74.540001,154.669998,808.330017,61.810001,70.029999,76.199997,159.529999,22.639999,46.23,280.660004,44.560001,49.23,56.110001,94.580002,67.949997,73.57,87.339996,50.73,164.240005,30.1,81.559998,115.599998,73.029999,107.660004,57.380001,46.259998,30.639999,,58.830002,35.799999,12.36,127.040001,15.51,185.729996,30.049999,178.279999,30.530001,71.010002,37.009998,805.02002,232.199997,56.450001,135.600006,117.82,14.73,170.550003,36.939999,114.150002,83.669998,41.32,76.809998,257.730011,71.410001,109.959999,122.260002,45.200001,74.989998,54.330002,178.490005,70.010002,108.580002,62.529999,42.59,62.740002,53.200001,39.080002,113.589996,39.869999,68.589996,103.239998,31.77,87.449997,94.57,62.880001,146.910004,57.66,86.489998,49.060001,184.529999,41.450001,64.099998,96.110001,74.75,158.660004,108.599998,114.959999,51.200001,110.790001,81.839996,52.720001,81.720001,55.07,67.18,85.889999,83.93,52.580002,74.540001,23.15,69.839996,63.439999,51.09,49.799999,48.639999,63.18,64.019997,42.869999,63.150002,45.540001,50.91,55.68,34.209999,83.089996,32.790001,23.26,41.130001,38.369999,54.52,43.43,57.630001,56.209999,69.839996,54.779999
2017-01-19,119.779999,61.380001,40.400002,115.5,66.290001,74.220001,153.800003,809.039978,62.220001,70.18,76.690002,159,22.530001,46.57,280.350006,44.84,55.490002,56.66,93.379997,67.040001,72.610001,86.720001,49.860001,163.699997,29.98,82.699995,115.580002,72.949997,107.279999,57.09,46.09,30.719999,,58.43,35.740002,12.43,127.550003,15.26,186.169998,29.799999,177.809998,31.209999,71.57,37.299999,802.174988,231.410004,55.34,135.389999,117.910004,14.86,166.809998,36.57,114.199997,83.300003,41.139999,76.839996,257.029999,71.250777,108.529999,122.18,44.59,75.300003,54.02,178.679993,69.550003,108.120003,60.330002,42.450001,62.299999,52.93,37.900002,114.419998,39.209999,68.730003,102.360001,31.700001,84.699997,93.849998,64.440002,146.949997,57.889999,87.199997,49.049999,182.919998,41,65.389999,95.690002,73.879997,158.699997,106.239998,114.269997,50.73,110.730003,81.730003,52.360001,83.489998,54.580002,67.620003,84.730003,83.690002,52.240002,74.260002,23.040001,70.019997,63.43,50.639999,49.529999,48.549999,62.950001,64.370003,42.5,63.619999,45.330002,51.150002,55.549999,34.049999,83.050003,32.540001,22.959999,40.939999,38.759998,54.099998,43.52,56.849998,56.009998,69.910004,54.549999
2017-01-18,119.989998,61.66,40.759998,115.949997,66.239998,74.519997,155.770004,807.47998,62.91,69.889999,77.489998,158.320007,22.629999,46.77,283.609985,46.23,56.07,57.389999,93.330002,67.47,72.290001,87.279999,50.27,164.270004,30.030001,83.037956,115.940002,73.449997,108.160004,57.709999,46.360001,30.389999,,57.220001,35.709999,12.41,127.919998,15.24,187.229996,30.27,175.990005,31.23,72.129997,37.470001,806.070007,234.289993,55.130001,136.160004,118.059998,14.58,166.800003,36.759998,114.699997,83.940002,41.290001,77.529999,254.070007,71.031849,108.660004,122.709999,45.029999,75.669998,54.060001,178.490005,69.160004,108.099998,61.169998,42.860001,62.5,53.27,37.419998,109.970001,39.189999,69.32,102.739998,32.029999,84.93,93.489998,65.129997,147.020004,58.450001,87.480003,49.619999,186.570007,40.799999,66.849998,95.110001,74.379997,157.740005,103.769997,114.959999,50.560001,110.419998,81.589996,52.25,84.120003,54.27,68.110001,86.279999,83.949997,52.43,74.669998,23.139999,70.470001,62.970001,50.959999,49.599998,48.98,62.68,63.75,42.75,64.239998,45.419998,51.490002,56.099998,34.279999,83.43,33,23.040001,41.049999,39.18,54.389999,44.32,57.220001,56,69.470001,54.66
2017-01-17,120,61.860001,40.900002,116.029999,66.059998,73.849998,154.800003,809.719971,62.849998,70.720001,76.599998,157.669998,22.049999,46.52,283.01001,46.43,56.279999,58.380001,92.799999,66.714365,72.559998,86.370003,50.150002,163.809998,29.99,83.415669,116.279999,72.970001,107.970001,57.330002,46.48,30.290001,,56.310001,35.880001,12.41,127.870003,15.06,186.050003,29.93,175.210006,31.27,71.910004,37.310001,804.609985,235.740005,55.009998,135.929993,117.230003,14.58,167.889999,36.799999,114.870003,83.550003,41.220001,76.849998,254.119995,72.026972,108.400002,122.75,44.900002,75.82,53.549999,177.259995,68.480003,108.169998,61.48,42.150002,62.529999,53.650002,37.669998,108.900002,39.099998,69.730003,102.190002,32.060001,84.539999,92.360001,64.190002,145.100006,58,86.43,49.689999,185.330002,41.110001,70.940002,94.870003,74.489998,160.660004,103.370003,114.07,50.310001,109.970001,81.260002,52.740002,84.220001,53.779999,68.419998,87.360001,84.099998,52.25,74.839996,22.950001,70.559998,62.73,50.639999,49.470001,49.040001,62.450001,63.509998,42.380001,63.43,45.18,51.630001,56.27,34.279999,82.620003,32.32,23.24,41.110001,38.950001,53.790001,44.360001,56.830002,55.970001,69.540001,54.279999
2017-01-13,119.040001,61.990002,40.93,116.949997,66.349998,73.889999,156.119995,817.140015,62.531266,71.239998,76.620003,158.830002,23.01,46.450001,284.75,47.740002,56.220001,59.630001,93.702515,65.501376,72.769997,88.849998,50.59,161.860001,30.07,81.487333,116.379997,73.599998,108.059998,57.799999,46.41,30.290001,,57.119999,35.439999,12.429683,128.339996,15.19,187.009995,30.030001,177.121712,31.360001,73.07,37.34,807.880005,244.300003,54.540001,135.039993,118.07,14.77,167.339996,36.790001,114.599998,86.699997,40.880001,77.400002,254.529999,71.798098,108.699997,121.5,44.599998,75.089996,54.310001,177.389999,67.580002,107.620003,62.34,43.810001,62.700001,52.919998,37.400002,111.589996,39.259998,69.080002,101.550003,32.52,83.349438,90.400002,66.879997,145.990005,57.849998,84.82,48.799999,184.009995,40.959999,70.190002,94.139999,75,161.800003,105.25,114.239998,51.689999,110.220001,81.169998,52.549999,83.82,55.310001,67.129997,86.349998,83.959999,51.52,74.379997,23.51,70.919998,63.220001,50.869999,49.66,48.509998,63.240002,64.43,43.860001,65,46.049999,52.110001,56.139999,34.360001,83.160004,32.419998,23.01,40.470001,39.68,55.810001,44.009998,57.84,56.790001,70.519997,55.119999
2017-01-12,119.25,61.279999,40.720001,115.779999,66.25,73.68,155.360001,813.640015,62.770316,71.489998,76.879997,158.289993,22.92,46.509998,287.769989,47.459999,56.549999,59.23,93.216541,65.471549,71.419998,87.889999,50.150002,161.869995,30.040001,82.103602,116.160004,74.110001,107.529999,58.290001,46.459999,30.35,,57.470001,35.439999,12.390317,126.620003,15.27,187.380005,29.809999,175.757633,31.389999,73.360001,37.509998,806.359985,243.839996,55.18,135.070007,117.629997,14.79,167.949997,36.709999,114.620003,86.239998,40.950001,77.150002,252.619995,71.230878,108.709999,122.099998,44.889999,75.110001,53.91,177.440002,67.510002,107.330002,62.209999,43.630001,62.610001,52.400002,38.16,111.010002,39.200001,69.029999,101.839996,32.599998,83.180769,90.510002,66.120003,145.639999,58.029999,85.330002,49,183.089996,41.009998,71.25,93.849998,74.849998,162.360001,104.699997,113.910004,51.43,110.82,81.370003,52.68,83.919998,54.5,67.970001,86.339996,83.650002,51.490002,74.599998,23.379999,70.849998,62.98,50.950001,49.509998,48.580002,62.77,64.080002,43.380001,64.480003,45.759998,51.310001,55.75,34.200001,82.82,32.139999,23.33,40.720001,39.580002,55.189999,43.970001,57.209999,56.25,69.93,54.540001
2017-01-11,119.75,61.139999,41.080002,116.120003,66.949997,73.940002,156.619995,799.02002,63.517345,71.599998,76.910004,159.399994,23.07,46.990002,287.109985,48.029999,56.799999,59.959999,93.871114,64.934652,71.709999,89.139999,51.220001,161.539993,30.15,82.272579,115.93,74.029999,109.440002,58.259998,47.400002,30.41,,57.57,35.389999,12.469048,126.089996,15.87,189.240005,30.08,176.305261,31.469999,73.769997,37.950001,807.909973,245.759995,55.389999,135.699997,118.010002,14.94,167.75,36.950001,114.730003,87.080002,41.049999,75.260002,255.130005,70.912439,107.809998,120.879997,45.07,74.440002,54.43,177.889999,67.650002,108.449997,61.630001,43.669998,63.189999,52.689999,38.529999,110.550003,39.110001,69.349998,101.809998,32.830002,83.09148,90.440002,66.099998,146.25,58.099998,85.660004,48.740002,181.990005,40.610001,71.610001,93.68,75.199997,161.889999,104.269997,114.18,51.790001,111,81.800003,52.459999,84.43,54.799999,68.529999,86.809998,83.730003,51.540001,74.910004,23.58,70.779999,63.240002,51.049999,49.630001,48.540001,62.98,64.339996,43.959999,63.490002,45.950001,51.439999,55.66,34.310001,83.419998,32.580002,23.58,41,39.41,56.09,44.049999,57.66,56.419998,70.32,54.939999
2017-01-10,119.110001,63.429999,41.025002,115.059998,67.199997,73.75,158.759995,795.900024,62.620909,69.580002,76.650002,159.070007,22.940001,46.509998,297.790009,47.720001,59.98,60.23,93.057862,65.014194,70.919998,88.980003,49.66,161.660004,30.379999,82.173181,114.959999,73.559998,108.379997,57.669998,46.700001,30.25,,56.689999,35.060001,12.646194,124.349998,15.55,188.419998,29.67,175.598321,31.370001,75.010002,37.349998,804.789978,242.570007,54.639999,136.100006,117.849998,14.69,165.520004,36.540001,116.160004,86.43,41.040001,76.269997,256.170013,70.86268,107.32,120.25,44.169998,74.900002,53.93,176.580002,67.720001,108.440002,59.919998,43.060001,62.619999,53.110001,37.759998,109.260002,38.66,69.349998,101.970001,33.439999,82.833522,90.519997,65.629997,146.610001,57.880001,84.599998,48.380001,184.190002,40.810001,71.43,93.400002,74.599998,161.580002,103.419998,113.919998,51.220001,111.260002,81.309998,52.759998,82.669998,54.619999,68.230003,85.93,83.550003,51.439999,74.110001,23.43,71.5,62.91,50.639999,49.400002,48.040001,62.59,64.379997,43.740002,65.75,45.900002,51.560001,55.400002,34.18,83.199997,32.48,23.059999,40.599998,40.599998,55.759998,44.330002,57.200001,56.110001,70.389999,54.48
2017-01-09,118.989998,63.5686,40.478533,115,66.379997,73.089996,158.839996,796.919983,62.112932,69.980003,75.860001,158.320007,22.549999,46.169998,299.019989,47.639999,59.73,60.220001,91.609877,66.038273,70.830002,87.440002,49.66,160.970001,30.18,81.20901,115.839996,73.720001,108.360001,57.790001,46.580002,30.75,,56.189999,35.27,12.429683,124.900002,14.68,189.690002,29.469999,175.30958,31.459999,75.839996,36.009998,806.650024,242.889999,56.07,134.309998,117.550003,14.68,167.649994,36.610001,116.279999,86.18,41.32,76.269997,257.809998,70.723364,107.550003,120.43,44.689999,73.82,53.700001,177.270004,67.949997,108.949997,61.099998,42.709999,62.639999,53.380001,38.07,109.18,39.029999,70.480003,103.459999,33.470001,83.736371,91.309998,65.650002,148.190002,58.200001,85.769997,48.529999,185.910004,40.799999,71.43,93.550003,74.339996,161.949997,102.419998,114.769997,51.07,111.5,81.75,52.68,82.550003,54.240002,68.709999,87.040001,83.25,51.700001,74.790001,23.379999,71.25,62.650002,50.610001,49.389999,48.189999,62.720001,64.059998,43.360001,65.360001,45.799999,50.799999,54.919998,34.02,82.779999,31.370001,23.360001,40.599998,40.849998,55.240002,43.82,56.970001,56.080002,70,53.82
2017-01-06,117.910004,63.152797,40.518273,116.300003,66.809998,74.150002,156.779999,795.98999,62.869919,71.739998,75.470001,159.100006,22.68,45.52,295,48.169998,59.950001,60.549999,92.274362,66.972873,70.269997,88.599998,50.740002,162.830002,30.23,81.706005,116.839996,73.379997,108.980003,57.439999,48.669998,31.049999,,56.400002,36.080002,12.557621,123.410004,14.9,190.25,29.52,176.693576,31.610001,75.489998,35.990002,806.150024,244.899994,56.66,133.529999,118.529999,15,169.529999,36.48,116.300003,86.120003,41.740002,75.669998,257.850006,70.603946,107.760002,120.760002,45.060001,72.870003,54.18,178.229996,68.230003,108.129997,60.27,43.849998,62.84,53.91,38.990002,111.660004,38.450001,71.080002,104.559998,33.48,84.361414,91.839996,65.529999,148.220001,57.130001,86.480003,49.009998,186.830002,41.32,71.440002,94.75,74.150002,162.410004,103.190002,115.400002,51.299999,112.550003,82.209999,53.259998,83.099998,55.040001,68.260002,88.5,83.32,52.119999,75.889999,23.540001,70.949997,63.139999,50.619999,49.400002,48.830002,62.66,64.620003,43.77,63.349998,46.41,50.360001,54.09,34.23,83.709999,31.799999,23.719999,41.77,40.799999,55.779999,43.709999,56.349998,56.119999,70.459999,54.16
2017-01-05,116.610001,63.132997,39.445207,114.989998,65.599998,74.029999,152.979996,780.450012,62.999405,71.610001,75.32,158.710007,22.68,45.049999,293.570007,48.09,60.130001,60.34,92.23469,66.465802,70.150002,88.379997,50.93,162.910004,30.17,80.930693,117.309998,73.809998,107.379997,57.799999,49.009998,30.01,,56.139999,35.5,12.567463,120.669998,14.62,188.410004,29,175.37927,31.52,76.010002,36.389999,794.02002,241.320007,56.209999,133.899994,116.760002,15.07,168.699997,36.349998,116.860001,86.110001,41.75,75.589996,255.979996,70.723364,106.989998,119.699997,45,70.830002,53.830002,177.710007,67.93,105.209999,60.110001,43.220001,62.299999,53.060001,38.669998,110.290001,38.639999,70.620003,104.709999,33.610001,84.391177,91.129997,65.550003,148.160004,56.459999,85.300003,49.139999,184.399994,42.160002,72.559998,95.089996,72.919998,162.179993,102.129997,115.169998,50.970001,111.349998,81.089996,54.061999,83.029999,55.18,69.209999,88.550003,82.910004,52.07,75.82,23.459999,70.75,62.779999,50.57,49.040001,48.68,62.029999,64.589996,43.650002,62.470001,46.099998,50.169998,54.209999,34.509998,83.43,32.66,23.5,42.080002,40.959999,55.549999,44.02,56.119999,55.77,70.940002,54.18
2017-01-04,116.019997,62.657792,39.107389,116.739998,65.970001,74.370003,152.869995,757.179993,63.338058,70.809998,76.260002,158.619995,22.950001,44.75,294.049988,48.709999,59.139999,61.41,92.799999,65.879197,69.870003,90.300003,51.080002,159.759995,30.1,79.270731,117.82,74.169998,107.440002,58.060001,47.5,29.76,,56.610001,35.490002,12.961118,118.690002,14.83,188.710007,29.02,174.781855,31.700001,76.379997,37.09,786.900024,243.130005,55.889999,135.5,116.5,15.08,169.259995,36.41,115.650002,86.910004,41.650002,74.720001,253.990005,71.459752,106.169999,119.480003,44.799999,71.269997,54.580002,178.320007,67.849998,105.050003,60.130001,43.619999,62.299999,53.07,38.529999,110.639999,38.740002,71.480003,104.849998,33.290001,83.835583,90.419998,65.470001,146.679993,55.990002,85.43,48.990002,184.080002,42.278622,73.809998,96.709999,73.489998,161.910004,103.139999,115.110001,51.84,110.900002,80.150002,53.94327,82.980003,56.049999,69.059998,89.889999,82.970001,51.900002,76.010002,23.700001,70.389999,62.959999,50.720001,48.959999,48.630001,61.779999,64.739998,44.310001,62.34,46.5,50.43,54.360001,34.689999,83.889999,32.23,23.43,42.209999,41.080002,56.439999,45.169998,56.84,55.91,71.300003,54.799999
2017-01-03,116.150002,61.786581,38.799377,116.459999,65.120003,74.169998,150.729996,753.669983,63.527304,70.25,75.03,156.970001,22.530001,44.439999,291.709991,47.959999,59.06,60.59,93.216541,65.163333,69.050003,88.870003,50.610001,159.729996,30.28,79.867124,117.849998,73.610001,106.080002,57.599998,47.080002,29.84,,56.950001,35.189999,12.390317,116.860001,13.78,187.699997,28.719999,174.692247,31.690001,74.160004,35.150002,786.140015,241.570007,55.68,134.309998,116.18,14.85,167.190002,36.599998,115.839996,86.750003,41.799999,74.599998,253.309998,70.603946,105.172067,119.620003,44.849998,70.610001,54.279999,178.050003,67.629997,104.769997,60.150002,43.049999,62.580002,51.98,37.810001,106.989998,38.549999,72.269997,104.650002,33,83.537939,91.230003,65.400002,145.220001,55.349998,84.800003,49.040001,182.619995,42.52575,72.75,96.760002,73.580002,161.449997,102.519997,115.080002,51.459999,110.830002,79.5,54.002636,82.959999,56,68.660004,90.889999,81.879997,51.900002,76.169998,23.51,69.839996,62.59,49.990002,48.790001,48.450001,61.07,64.25,43.669998,59.59,45.400002,49.799999,53.07,34.16,83.18,31.09,22.950001,42.009998,40.110001,55.57,44.299999,56.48,54.720001,70.309998,54.080002
2016-12-30,115.82,61.994483,38.163485,117.129997,65.309998,74.120003,146.210007,749.869995,63.218534,69.730003,73.765397,155.679993,22.1,44.34,283.579987,47.380001,58.056624,59.43,91.976828,65.06391,69.050003,87.239998,50.139999,160.110001,29.962723,78.435783,117.699997,73.400002,104.220001,57.220001,45.669998,29.690001,,55.75,35.490002,11.937613,115.050003,13.19,186.199997,28.040001,171.914304,31.6,71.610001,34.84,771.820007,239.449997,54.09,134.080002,115.849998,14.84,165.990005,36.27,115.209999,85.815173,41.459999,73.550003,249.940002,70.773123,103.036493,121.720001,44.330002,71.230003,53.889999,178.570007,67.620003,104.670511,58.869999,42.25,62.139999,50.830002,37.439999,108.07,38.3,71.230003,104.629997,32.48,83.418887,91.489998,65.199997,142,55.52,83.949997,49.189999,177.669998,42.041378,72.230003,96.529999,72.970001,160.039993,103.68,114.639999,51.369999,109.620003,78.019997,52.81533,82.760002,55.110001,69.120003,90.260002,81.400002,51.709999,75.32,23.25,68.940002,62.220001,49.700001,48.360001,48.57,60.52,63.369999,43.470001,59.189999,44.880001,49.73,52.459999,33.849998,82.949997,30.41,22.35,41.419998,39.09,55.57,44.07,56.110001,54.540001,69.339996,53.98
2016-12-29,116.730003,62.103384,38.064128,117.010002,65.5,74.279999,147.779999,765.150024,63.616947,70.110001,73.606072,155.690002,22,44.259998,287.029999,47.34,58.513609,59.380001,92.522305,65.51132,69.814996,87.110001,50.540001,161.130005,30.200679,78.525239,117.82,73.809998,104.559998,57.419998,45.950001,29.98,,56.200001,35.720001,12.036026,116.349998,13.48,186.949997,28.280001,172.461931,31.709999,72.129997,35.139999,782.789978,238.179993,54.040001,135.100006,116,14.94,166.600006,36.66,115.489998,85.417372,41.599998,73.559998,250.589996,70.992043,103.555414,122.790001,44.84,71.540001,53.799999,178.410004,67.849998,104.561074,59.040001,42.150002,62.900002,51.060001,37.830002,108.82,38.539062,71.599998,104.989998,32.490002,83.686761,91.730003,66.040001,142.656999,56.32,84.199997,49.369999,175.979996,42.169885,72.620003,96.690002,74.150002,161.039993,104.419998,114.980003,51.299999,110.550003,78.330002,53.171522,83.480003,54.84,69.260002,90.349998,82.089996,51.970001,75.540001,23.200001,69.190002,62.439999,50.029999,48.740002,48.84,60.950001,63.799999,43.380001,59.66,44.82,49.919998,52.860001,34.099998,82.940002,31.360001,22.35,41.669998,38.740002,55.349998,44.25,57.009998,54.740002,69.889999,54.23
2016-12-28,116.760002,61.64798,37.974706,116.610001,65.879997,74.349998,147.669998,772.130005,64.334092,70.639999,74.054166,156.100006,22.33,44.189999,289.25,47.650002,58.22551,60.040001,92.383457,65.232931,70.173584,88.190002,50.77,161.009995,30.161021,78.564999,117.910004,74.379997,104.300003,57.900002,46.240002,30.01,,56.299999,35.200001,12.05571,116.919998,13.57,188.449997,28.450001,172.302619,31.700001,72.769997,35.150002,785.049988,240.649994,54.299999,135.070007,115.75,14.94,166.190002,36.630001,115.099998,86.024016,41.389999,73.059998,249.580002,71.220925,103.465604,122.68,44.720001,71.809998,53.970001,178.080002,67.510002,104.66056,59.27,42.619999,62.990002,51.02,37.959999,108.720001,38.529103,71.870003,104.620003,32.349998,83.408964,90.940002,65.75,141.095033,56.349998,84.629997,48.900002,174.199997,42.031494,72.830002,96.220001,74.050003,161.440002,104.760002,115.199997,51.779999,110.190002,78.300003,52.874692,83.589996,55.32,69.309998,90.300003,82.199997,51.73,75.690002,23.370001,69.07,62.459999,50.029999,48.73,48.189999,61.110001,63.790001,43.75,60.130001,44.93,49.610001,52.869999,34.150002,82.959999,31.17,22.43,41.939999,39.09,55.82,44.369999,57.130001,54.560001,69.82,54.27
2016-12-27,117.260002,61.875682,38.352264,117.550003,66.699997,74.510002,148.360001,771.400024,66.077159,71.540001,74.661576,157.479996,22.610001,44.380001,291.119995,47.73,58.940788,61.09,93.771938,65.630633,70.591942,89.760002,51.599998,162.050003,30.418808,78.813497,118.220001,74.959999,105.169998,58.419998,46.84,30.24,,57.169998,35.400002,12.19349,118.010002,13.76,190.550003,28.540001,173.826009,31.9,73.730003,35.540001,791.549988,241.559998,54.91,135.259995,117.029999,15.21,167.139999,37.07,115.910004,86.650547,41.610001,73.809998,250.860001,71.87771,104.583291,123.07,44.850002,71.769997,54.700001,178.919998,67.82,105.148053,59.790001,43.119999,63.279999,51.290001,38.919998,109.449997,38.668556,72.349998,105.129997,32.529999,83.934795,91.330002,67.25,142.348586,56.860001,85.440002,49.299999,175.960007,42.160002,73.699997,96.739998,74.870003,162.639999,105.709999,116.129997,52.030003,110.980003,78.349998,53.072578,84.489998,55.950001,69.699997,90.75,82.769997,52.049999,76.519997,23.610001,69.599998,63.119999,50.540001,49.169998,48.650002,61.610001,64.519997,44.16,60.950001,45.509998,50.110001,53.310001,34.540001,83.620003,31.440001,22.9,42.450001,39.759998,56.459999,44.91,58.27,55.32,70.730003,54.98
2016-12-23,116.519997,61.717281,38.173419,117.480003,66.410004,74.580002,147.550003,760.590027,66.136926,71.25,74.651616,157.809998,22.6,44.220001,287.529999,47.580002,59.21895,60.990002,93.543828,65.889134,70.372804,89.68,51.369999,162.080002,30.270085,78.664397,118.419998,74.93,105.150002,58.43,46.540001,29.790001,,56.799999,35.299999,12.262379,117.269997,13.81,191.860001,28.379999,174.493114,31.879999,73.639999,35.689999,789.909973,240.970001,54.84,135.050003,116.989998,15.1,166.710007,36.970001,115.959999,86.570993,41.599998,73.790001,249.589996,71.947368,104.493473,123.139999,44.820125,71.949997,54.43,178.75,67.720001,104.720257,59.560001,43.060001,63.240002,51.91,38.380001,109.279999,38.628711,72.110001,105.089996,32.48,84.291965,91.580002,66.860001,142.567463,57.009998,85.510002,49.330002,175.949997,42.239081,73.5,96.410004,74.379997,163.029999,105.18,115.970001,51.920591,110.650002,78.150002,53.112155,84.279999,55.959999,69.540001,90.709999,82.449997,52.060001,76.349998,23.58,69.459999,62.990002,50.27,48.970001,48.610001,61.220001,64.239998,43.98,61.529999,45.32,50.209999,53.25,34.279999,83.709999,31.120001,22.559999,42.23,40.009998,56.110001,44.48,57.470001,54.849998,70.379997,54.919998
2016-12-22,116.290001,61.044073,38.044256,117.790001,66.230003,74.480003,146.360001,766.340027,66.475575,70.769997,74.263273,157.460007,22.540001,44.16,283.070007,47.610001,58.374524,60.490002,93.345476,65.988565,70.741347,89.190002,51.540001,162.070007,30.200679,78.316502,118.769997,75.07,105.419998,58.29,46.900002,29.540001,,56.689999,35.310001,12.20333,117.400002,13.8,190.889999,28.43,173.776222,31.82,73.300003,35.689999,791.26001,240.119995,55.07,135.429993,116.919998,15.14,167.059998,36.93,115.440002,86.41187,41.549999,73.260002,252.800003,72.653904,104.094299,123.720001,44.790253,71.739998,54.43,179.199997,67.68,104.789898,59.580002,42.790001,63.549999,52.139999,38.900002,108.779999,38.808009,72.360001,105.349998,32.34,83.80582,91.610001,66.760002,142.577406,57.110001,86.379997,49.360001,176.240005,42.229197,73.739998,96.459999,74.199997,161.580002,105.190002,116.300003,51.870859,110.459999,77.900002,53.082474,84.269997,55.75,69.589996,90.870003,82.629997,51.959999,76.419998,23.540001,68.940002,62.93,50.169998,48.919998,48.619999,61.110001,64.209999,43.950001,59.470001,45.25,49.860001,52.73,34.349998,83.68,31.07,22.59,42.099998,39.099998,56.09,44.740002,57.310001,54.73,70,54.73
2016-12-21,117.059998,60.836172,37.994578,117.900002,66.660004,74.440002,146.169998,770.599976,66.375973,70.75,75.000128,157.479996,22.629999,44.09,283.109985,47.549999,58.304984,60.75,93.047942,65.670404,70.552098,90.440002,51.48,163.039993,30.161021,79.370129,117.910004,75.459999,105.559998,58.617418,46.57,29.360001,,56.919998,35.139999,12.439524,119.040001,14.05,192.119995,28.450001,173.348087,31.890001,73.959999,36.419998,794.559998,241.440002,54.959999,136.830002,117.199997,15.14,167.330002,36.98,115.309998,86.272641,41.57,73.25,252.520004,73.828149,103.954589,123.18,44.680717,71.580002,54.580002,178.429993,67.269997,104.670511,59.43,43.369999,63.540001,52.299999,38.849998,108.050003,38.678519,72.160004,104.699997,32.400002,83.617311,91.309998,67.160004,141.83124,57.439999,86.160004,49.240002,178.169998,41.873333,77.129997,95.989998,74.169998,161.330002,104.650002,116.099998,51.890749,110.489998,78.139999,52.409667,85.849998,55.709999,71.239998,90.279999,83.529999,52.040001,76.110001,23.6,68.849998,63.049999,50.380001,49.02,48.450001,61.439999,64.25,43.889999,60.459999,45.73,49.82,52.880001,35.029999,83.790001,31.66,22.74,41.91,39.369999,55.919998,46.360001,57.43,55.299999,70.360001,55.360001
