Date,AAPL,MSFT,AMZN,JNJ,FB,XOM,BRK_B,JPM,GOOGL,GOOG,GE,WFC,T,PG,BAC,PFE,CVX,CMCSA,VZ,PM,HD,MRK,UNH,V,C,KO,PEP,CSCO,INTC,DIS,ORCL,MO,IBM,AMGN,MMM,MCD,MDT,MA,ABBV,BA,WMT,CELG,HON,BMY,GILD,PCLN,SLB,UTX,UNP,SBUX,ABT,AGN,QCOM,LLY,CVS,USB,GS,TXN,TWX,UPS,ACN,DOW,NKE,DD,COST,LMT,MDLZ,NEE,CL,WBA,LOW,MS,AXP,CAT,DUK,PYPL,BIIB,MET,GD,AIG,COP,KHC,FDX,DHR,MON,BK,BLK,SPG,SO,GM,RTN,OXY,F,COF,EMR,KMI,HAL,EXC,ALL,FOXA,TGT,FOX
2010-01-04,27.6148608842,25.4154410518,133.9,51.1832125022,,55.0907953273,66.22,35.9695466897,314.345353994,,12.1256286598,22.8395173086,19.0517417644,48.2054413513,14.8320559751,14.3291535588,60.0064596473,7.44259768783,21.3560484033,35.7872397898,24.0341325578,28.1069326102,28.1699288568,20.835907623,33.2777311543,22.7402598032,49.2057217026,20.7719846696,16.3290427785,29.1792218636,22.799312939,13.6905898343,110.301633074,50.8381548415,68.7424512668,49.5305544039,37.2761295517,24.7808069664,,46.4048829017,44.7059463642,27.87,33.7233615477,20.0342329957,20.5919883153,223.96,58.5189811902,59.9571439045,27.9842749873,10.3449915548,21.4491901988,39.9737839402,39.3649517663,26.8087747766,29.442121199,19.6530045901,156.955558765,21.8760490082,23.8018884159,46.7912566614,35.8278338793,23.114753697,14.8014007698,25.9370579639,49.2386994922,58.6964306954,15.1864718843,41.3032713046,34.7503457687,31.8731686961,20.2608148349,28.1784196944,36.5864167724,47.4158119134,35.8220697235,,53.64,29.9931326469,57.7154220116,23.6378574696,30.3381195318,,79.6002602957,27.6951628899,73.0778073621,24.6936352423,194.432032316,57.9815415535,23.4646071449,,42.3041938004,63.5258660943,8.30837530351,35.5020372296,34.4608922361,,28.3889143892,34.8781145727,25.7343809724,10.1413844095,39.9555541392,11.8918312344
2010-01-05,27.6626039734,25.423652826,134.69,50.5897151402,,55.305900385,66.54,36.6662730317,312.961080875,,12.1884150865,23.4665172348,18.9584162274,48.2212153831,15.3141686933,14.1247757743,60.4314990781,7.34172570974,21.0865309655,35.4754158159,24.2101760819,28.2208488462,28.1252572284,20.5971480734,34.5501149925,22.4651760152,49.8003042314,20.6794403879,16.3212223557,29.1064330345,22.7717886175,13.6975077675,108.969186015,50.4018729874,68.3118794208,49.1518563136,38.0403326632,24.7074795513,,47.9247295471,44.2607829669,27.545,33.7902232311,19.7215645136,20.5729656933,226.56,58.6846585323,59.061511572,28.3737181779,10.5873471053,21.2758952358,39.5769233401,40.312595471,26.3372636625,29.3260667492,20.1512013848,159.730483712,21.7498895561,23.534905983,46.8716816471,36.0492561947,24.1445405307,14.8602892809,25.6872264074,49.0895164269,59.3074540468,15.928355673,40.8999341952,35.0313684804,31.6168161329,20.0508582044,29.2085592691,36.5059481138,47.9826960866,35.2310161276,,53.38,30.6871886089,57.8071794393,23.1949936294,30.3669690179,,80.6399760982,27.6619950301,74.6894957901,24.9554977581,195.271436261,57.5848102758,22.9917864896,,41.6883886426,63.0671955809,8.85795654927,36.902117571,34.5165384288,,28.7522924934,34.3072780003,26.1575046319,10.1671894589,40.1036900762,11.8402397757
2010-01-06,27.2225933402,25.2676291168,132.25,51.0012066446,,55.7839116243,66.2,36.8677360703,305.071727196,,12.1256286598,23.4999572308,18.6851057262,47.9924919212,15.4937793137,14.0793584888,60.439089068,7.28909685161,20.7881366594,35.4754158159,24.1263458323,28.6005696326,28.4022213244,20.3205652289,35.626747471,22.4572025721,49.3021404911,20.5448305237,16.2664793962,28.9517567727,22.44149676,13.8981278307,108.261323516,50.0231102229,69.2806660744,48.4812451118,38.6644318709,24.6717806781,,49.3784959035,44.1618577675,28.195,33.7902232311,19.7137478015,21.2863140183,219.08,59.9926375486,58.7518069336,28.416514133,10.5110499876,21.3940508924,39.7059030352,39.9184427797,26.5318555509,29.0671760534,20.3659413825,158.025627862,21.5900875833,23.4782733457,46.5258542087,36.4324871252,24.5722981385,14.7696915715,25.7705035929,49.7276884284,58.436745771,16.0390845967,41.3032713046,34.9516754726,31.3775537405,20.1033473621,29.5823267254,37.0960516101,48.1284663025,35.3576704696,,53.43,31.0011663061,57.7571299333,23.0447362551,30.5862251119,,79.9722687021,27.7135894786,75.7975315843,24.5801614854,191.245557144,56.9382852306,23.3164096261,,41.1049942826,63.8240019279,9.18932171215,37.1021290484,34.8265672171,,29.4336264387,34.5142062578,26.1659671051,10.3392231214,40.8690590845,12.0122113048
2010-01-07,27.1722695435,25.0064946982,130.0,50.6371949292,,55.6086408365,66.459,37.5980395853,297.969804241,,12.753492927,24.3526771303,18.475312797,47.7322203956,16.0042516035,14.0263716558,60.2113893729,7.44259768783,20.6643977507,35.9177707556,24.4113686809,28.6461361269,29.4922090569,20.5096817038,35.7246231509,22.4013884702,48.9887794286,20.6373748053,16.1100709404,28.9608553763,22.3680985695,13.8773740311,107.88657278,49.565071531,69.3303474412,48.8362745716,39.0226728016,24.5105587587,,51.3774246437,44.1865890673,27.945,34.4421246439,19.7293812256,21.3386262288,216.13,60.6117476163,59.0029188026,28.1640179983,10.4841215931,21.5712843773,39.3884145551,41.0757421712,26.3971380897,30.1384478981,20.7610629782,161.117946186,21.6573726245,23.235562043,46.1719842718,36.3984221536,24.5881410129,14.9146479065,26.0354764559,49.4873379344,56.8328094736,16.0003294734,41.1869240615,34.8132613011,31.5655456203,20.6807280957,30.0107918583,37.6950960685,48.3228265905,35.5265429256,,52.99,31.4390825678,57.92396162,22.6018724149,30.4650572704,,79.1042490871,27.9420791791,75.5251630345,25.6188827982,193.348141784,57.6803196575,23.2176112802,,41.6073616481,63.3500423975,9.42370194931,38.9385980677,34.8265672171,,29.5063020595,34.6283735723,26.3013666761,10.1929945082,41.3710753157,11.9176269638
2010-01-08,27.3529190703,25.1772996009,133.52,50.8112874887,,55.3855689249,66.44,37.5057023593,301.942066233,,13.0281835439,24.1269571569,18.3399625201,47.6691242682,15.8624537452,14.1399148694,60.3176492306,7.42066899695,20.677422899,35.7219743069,24.2940063315,28.6309472955,29.2152449609,20.5664166462,35.1373690717,21.9867694275,48.8280814479,20.74674532,16.2899406645,29.0063483945,22.643341784,13.9119636972,108.969186015,50.0054933501,69.818880882,48.7889373103,39.2273819048,24.5192473651,,50.8818224767,43.9640073687,28.635,35.2026762922,19.4010793193,21.1816895973,216.21,61.6058116687,59.1201043414,29.1183677953,10.4482170671,21.6815629902,39.1006906201,41.4866673174,26.1950618979,30.352702267,20.7954213779,158.070969773,22.153599803,23.26792355,48.3917138762,36.2536460243,24.6752768219,14.8852036509,25.6947970606,49.1309561673,57.7493445007,16.0169388119,40.8301258493,34.1883003452,31.6082710475,20.636987131,29.400001137,37.6681581723,48.8654157276,35.5476519826,,54.08,31.6043339874,57.92396162,23.2029019123,30.7304725421,,81.0692165672,28.3327228606,76.1314027099,25.7760003077,194.709117113,56.2991070609,23.1682121073,,42.498658587,63.9998256247,9.44794818074,38.6022151285,35.0253036198,,30.9961522867,34.4642580577,26.4113788276,10.2790113395,41.20647983,11.9692184225
2010-01-11,27.1116229166,24.8570404083,130.308,50.8192007869,,56.0069835359,66.4998,37.3797879602,301.485657342,,13.1537563973,24.0767971628,18.2519848401,47.4798358859,16.0042516035,14.253458083,61.3878377975,7.37242587699,20.7620863628,35.8525052727,23.6065982849,28.7448635314,29.4118001258,20.5073177478,35.5288717912,22.4332822427,48.7718371546,20.6878535044,16.383785738,28.5332210054,22.6525165579,14.0157326954,107.828278221,50.2257042597,69.5373531365,49.1676354007,39.0738500774,24.1157098661,,50.2788398402,44.689458831,28.635,35.6456349445,19.6043138327,21.3481375398,218.91,61.6058116687,60.4007748729,28.9257859977,10.4168006068,21.791841603,39.4578651601,41.3357152229,26.5543084611,30.2902114094,20.8899069769,155.577164674,21.8676383781,23.599628997,50.5229759964,36.2195810527,24.3663407718,14.7017432894,25.9370579639,49.1889718038,58.0243050088,15.9449650115,40.7990999178,34.0373030673,31.6595415601,20.4620232723,29.2085592691,37.2371518333,51.9346886081,35.9065059515,,53.9,31.8108982618,59.0000259991,23.4322421152,30.9093393556,,83.224957589,28.6533455048,74.6904852206,25.3308340308,197.879293179,56.3505351895,23.4716641696,,42.9443070565,63.4188429745,9.78739542077,37.9112663886,35.5579171792,,30.6872808981,34.8638436584,26.4113788276,10.2532062902,41.2970073471,12.0036127283
2010-01-12,26.8032283672,24.692804925,127.35,51.0882529243,,55.7281436464,66.002,36.5067814594,296.154199643,,13.1616047007,23.4748772338,18.2452173263,48.0240399849,15.4654197421,14.2080407976,61.0311082752,7.24085373165,20.7816240853,35.656708824,23.4557038356,28.5170310596,28.634513792,20.4103955544,34.4522393126,22.6764722582,49.4548035728,20.3597419604,16.1163272787,28.041896409,22.5332444982,13.93963543,108.686041016,49.3536690577,69.5953147311,49.4358798813,38.655902325,24.1021942561,,49.9153982511,45.1181346951,28.495,35.2444648443,19.3932626073,21.3766714728,213.98,60.6815064972,60.0492182564,28.8401940877,10.2417660426,21.7288252528,39.4082575851,40.6648170249,26.4644968203,29.9599025906,20.881317377,152.185589739,20.9508796922,23.0575737544,50.1851910566,35.9896424944,24.4455551436,14.6813588048,25.74022098,48.9237574655,58.0166672169,16.2162508746,39.8062701099,33.8401677322,31.3946439114,20.4095341147,28.3789778417,37.7310132634,50.4041013405,35.9487240655,,53.25,31.8191608328,58.6413378727,22.5069730206,30.2515710737,,82.5858662241,28.2553311878,73.1968512379,25.3744777834,194.342387234,55.241156987,23.3234666508,,42.9443070565,61.278380579,9.59342556933,38.0567292812,35.3671302326,,30.2421427205,35.0136882586,26.385991408,9.78871540117,40.6057063075,11.5822824821
2010-01-13,27.1813020198,24.9227346017,129.11,51.4126981489,,55.5050717347,66.0,37.1447477484,294.453951139,,13.2086945207,23.8928771845,18.0286568833,48.5209219884,15.7112026964,14.5411008909,60.5681188952,7.35488292428,20.7555737887,36.0192948401,23.58144921,29.5650604301,29.0722957501,20.5995120294,34.2564879529,22.7362730816,49.8565485246,20.729919087,16.3916061608,28.4695307799,22.7534390699,14.001896829,108.45286278,49.7940908769,69.3717485803,49.3806530765,38.8776705201,24.7287393203,,50.5183808876,45.3489601604,28.84,35.3698305006,19.5339634243,21.6429881808,214.3,61.7802088709,60.7355906982,28.8744308517,10.4908536917,21.933628391,40.5690748403,40.8409278019,26.8312276868,30.3259204709,21.2249013733,153.319137511,21.0433966238,23.4782733457,49.9197886039,36.3984221536,24.3584193346,14.8127254834,25.9673405768,49.2304115441,58.7193440711,16.1830321975,39.9458868016,33.9995537478,31.6851768164,20.3133039925,28.4974894742,37.8477441469,50.4769864485,36.0331602935,,54.08,31.3316691451,59.6006200712,22.9814699922,30.4419776816,,81.8609267654,28.3253522251,73.759160502,25.566510295,195.116594756,55.799519526,23.6551468119,,43.5439068154,60.8732216256,9.4398661036,38.2931064817,35.3909786009,,30.9325611185,35.4346802308,26.6229406574,9.71130025301,40.6057063075,11.5134938705
2010-01-14,27.0238788607,25.423652826,127.35,51.515571025,,55.5130385887,65.96,37.5140966526,295.838224257,,13.1066665773,24.2356371441,17.7241187602,48.568244084,15.9002665074,14.6697831996,60.3783691493,7.3110255425,20.3322564695,35.9685327978,23.7239606343,30.3700684972,29.7691731528,20.6704307074,34.3543636328,22.7761402973,50.4591659524,20.9907256989,16.7982681457,28.2238684817,23.2947507251,14.098747894,110.185043956,49.4681787307,69.1399022016,49.4279903378,39.2188523588,25.14675783,,50.8487823323,44.689458831,29.065,35.5787732611,19.5808636966,21.6192099033,208.77,62.1638827157,60.944850589,28.407954942,10.5693948423,21.9574304836,40.7774266553,40.5641822952,26.9434922378,30.3080659402,21.7574565676,152.829444874,20.7826670893,23.2921946803,50.0243410853,36.7220393838,24.1841477166,14.7198628313,25.808356859,48.6668310753,58.6887929035,16.1221312894,38.7901708534,33.7311141426,31.7108120728,20.2870594137,28.4427917977,38.3236469796,50.1935443619,36.0331602935,,54.36,31.6291217003,59.6257786276,22.6176889806,30.5689154202,,82.3092445885,28.4432823931,72.7399749608,25.5315952929,193.877862721,56.0493132935,23.5986906143,,44.0705822793,61.347181156,9.50452272075,37.8839920962,35.7248557575,,31.1687568862,35.0208237158,26.7752651748,9.78011371804,41.2311691529,11.5392895999
2010-01-15,26.5722550436,25.3415350843,127.14,51.0882529243,,55.0589279114,64.94,36.6662730317,290.897974179,,12.9026106904,23.4748772338,17.4534182064,47.9688308734,15.3708878366,14.753048223,60.1354894745,7.29348258979,19.9154517245,35.9830362385,23.9503023082,29.9751588794,30.1533491569,20.3631164357,33.473482514,22.4412556859,50.0493861015,20.5280042907,16.2664793962,27.841727129,23.2028219535,14.1264196269,109.743670868,49.5474546582,69.0322592401,49.1360772265,38.903259158,25.3562497852,,50.2375396596,44.2525392003,28.76,35.6289195236,19.5964971207,21.6477438363,208.77,61.7627691507,60.2584781472,28.0613077063,10.4437290013,22.0129686999,40.5789963553,40.6983619348,26.8087747766,30.2723568787,21.1475949741,149.81874199,20.6060438563,22.7825009447,49.807193624,36.4580358539,23.7563901088,14.5839662672,25.7477916332,48.7248467118,58.6276905684,16.3768078139,39.2090209286,33.5549506517,31.2750127153,20.3133039925,27.695256885,38.0632473164,49.0273826343,35.6743063245,,54.18,31.2738311483,59.21485554,22.1906417062,30.5919950091,,81.1836806922,28.0858065714,71.3078435538,25.3395627813,194.032704225,55.0207507216,23.5281203672,,43.7383716021,60.3304615182,9.37520948645,37.3930548336,35.2319894787,,30.9143922132,34.6783217724,26.1575046319,9.59947837233,41.2887775729,11.3157266121
2010-01-19,27.7477673218,25.5386176643,127.61,51.713403479,,55.1863975752,66.64,36.3305013006,294.719771701,,12.9810937238,23.6420772141,17.7308862741,48.3316336061,15.4276069799,15.1390951493,60.4770390172,7.37242587699,20.3387690437,36.3238670936,24.2101760819,30.8485166881,31.3862861002,20.7673529008,34.6479906724,22.4930830662,50.0815256977,20.9065945338,16.4619899658,28.2147698781,23.285557848,14.098747894,111.70903028,50.6925513881,70.4812991066,50.0828224524,39.2615000887,25.5589839354,,50.0971190457,44.5410710319,29.37,35.8127891529,20.0498664198,22.0091736543,208.7,61.8499677518,60.5095900161,28.0399097288,10.5828590396,22.2946267964,41.5016972504,41.3608739053,27.9987790171,30.3080659402,21.0359301753,151.31502505,20.7910777195,23.2436524197,50.0645535781,37.2585626865,24.3029692743,14.6564444348,26.3761558512,48.8574538809,59.8115483117,16.2826882288,39.4727413463,33.8024184127,31.3946439114,20.2957395273,28.40632668,38.575067344,49.6879312027,36.0753784075,,55.23,32.5132167949,59.2819450237,22.3408990805,30.9901179166,,81.9372361821,28.3069256363,71.8262224066,25.7760003077,195.597418376,56.3211476875,23.7468881331,,44.3298686615,60.6668198946,9.4964406436,39.1022438219,35.5579171792,,31.4322060117,35.1563974017,26.563703345,9.75430866865,42.1364443239,11.5134938705
2010-01-20,27.3200150493,25.1157112947,125.78,51.5551375158,,54.1985076806,69.52,36.4312328199,291.103608954,,12.9497005105,23.2575172594,17.4804882618,48.0240399849,15.5883112192,15.0936778638,59.3157705722,7.24523946983,20.0001151883,35.7074708662,24.0257495328,31.159887733,30.868095211,20.6657027956,33.8649852334,22.1263046823,49.7761995342,20.5364174072,16.4854512342,28.3785447436,23.0373501646,14.0641582279,108.469518368,50.3842561146,70.1500899943,49.7120139056,38.903259158,25.4276894381,,49.7254174204,44.4009269994,29.01,35.4032613423,19.9013488908,21.8997935778,206.31,60.2455134918,59.7897359919,27.2738621339,10.4527051328,22.3104948582,41.2139733154,40.5474098403,27.9164516798,30.2969068584,21.4825893705,152.158384592,20.648097007,23.1546582754,49.1879212343,37.0541728569,24.0494832845,14.5364024698,26.1338949479,48.2938734121,59.6587924739,15.9338921192,38.7669014048,33.0390432854,31.5740907057,20.0234903168,27.9231638706,38.5930259415,48.7338054927,35.7376334955,,54.72,31.9761496814,58.1665823574,22.1115588776,30.6150745979,,80.182119598,28.0047295809,71.5362816923,27.0242116331,194.171246624,55.013403846,23.5916335896,,44.1435065743,59.7877014107,9.30247079216,39.1113352527,35.1683938298,,30.2239738153,34.571289915,26.4198413008,9.5048598579,41.7414151584,11.2727337298
2010-01-21,26.8486488197,24.64353428,126.62,50.6213683328,,53.1389161002,72.72,34.0304649428,292.392587908,,12.5729819502,23.4079972416,17.3722080403,47.5394301522,14.624085783,14.5638095336,57.8660825134,7.01718108458,19.9480145952,34.6124610976,23.8748550836,30.4384182388,29.572617988,19.9636078825,32.005347316,21.6758051455,48.9646747315,20.1746533972,16.2977610873,27.8508257326,22.82591399,13.7597691664,107.428544104,49.8821752408,68.477483977,49.861915233,37.606768171,24.9565738891,,48.8994138088,43.6260129374,28.895,34.0409545437,19.502696576,21.7713908793,208.04,59.5653644033,58.7015845599,28.0099525603,10.6259444708,22.040737808,40.0928421202,40.3293679259,27.0258195752,29.7509360111,21.5942541693,145.883064124,20.3369036916,22.7015971771,48.0137164436,36.6964906551,22.7107604007,14.4140955622,25.0967154555,47.6722773067,58.79572199,15.6349240252,38.0300355317,33.3494265789,31.1468364336,20.1025304102,26.7471638251,37.8567234456,46.3607235988,35.2099070706,,53.21,30.8607025994,57.1434677312,21.7873192803,30.1419430267,,77.8356050345,27.5330089089,70.1305085321,26.7710778678,187.635305224,53.2721943493,23.3940368978,,43.4628798209,58.1059095286,9.03576224643,38.8204094674,34.2701052894,,29.5517243226,34.2858716288,26.0898048464,9.35002956157,41.3299264443,11.0663678949
2010-01-22,25.5167456654,23.7812979923,121.43,50.0120443745,,52.660904861,70.1,32.8720524707,275.856542721,,12.6436166802,22.7893573145,17.1827176526,47.9128180561,14.0852539216,14.3518622015,56.6137341904,6.95139501191,19.7591499451,33.9453028279,23.2377451867,29.5194939357,29.626223942,19.5570074614,31.8095959563,21.6239777652,48.5227552845,19.3249286294,15.5704617682,27.2776137035,22.200798343,13.6352463685,104.513816163,49.8557499316,67.4672961843,50.0118165605,36.9329340395,24.3097554099,,47.7182286442,43.6425004706,29.285,33.3305491579,19.2291116541,21.9140605443,204.2,56.8883673499,57.8226930186,27.32521728,10.2821586343,21.6242011863,39.1999057701,39.2307721267,26.5842456747,29.7509360111,21.1905429737,139.761906153,19.4369662661,22.0058247761,47.2496790797,35.9215125512,21.9899096172,14.2646093417,24.6046229956,47.2993196435,57.726431125,15.4300755164,37.3397085559,34.0411308864,30.7537625033,19.5931609197,25.3432567941,34.651113799,44.2404442433,34.9354893297,,53.06,29.8444063693,56.2042149595,20.9569495799,29.1956798842,,76.586038336,27.0686588724,68.4347946575,25.549052794,183.364939521,51.8615942507,22.9635583908,,42.9524097559,58.1747101056,8.50234515495,34.1201397497,33.4513113101,,28.2980698631,33.2583657986,25.3704946252,9.03176728579,41.4616028328,10.7482205662
2010-01-25,26.2038590442,24.0769218623,120.31,50.0278709708,,52.4617335113,68.84,32.9140239371,270.836044925,,12.8476725671,23.1237572751,17.3113004157,48.1670396077,14.160879446,14.2685971782,56.583374231,7.02156682276,19.9805774659,34.1193441157,23.1539149371,29.4359553627,29.4832747312,19.3915305459,31.6138445965,21.6678317024,48.3941968999,19.3417548624,15.8910991024,27.2230220817,22.0904838171,13.7736050329,105.030139398,49.0717990935,67.7571041576,49.775130254,37.5726499871,24.3715410557,,47.7264886803,43.5930378709,29.155,33.6147113122,19.0180604287,21.7381012908,202.84,57.3853993761,57.4125436327,27.2824213249,10.053267281,21.6995744798,39.0808475901,39.3397930839,26.7563846528,29.5719291759,21.3107973724,140.54178702,19.9247828145,22.175722688,47.2496790797,35.6660252642,22.504803034,14.4208903904,24.8468838989,47.6971411509,58.6276905684,15.3304194851,37.0372057239,33.9399058658,31.3348283133,19.4262985004,25.2885591175,33.9327699006,44.9662321765,35.1676889566,,52.67,30.0840209276,56.9086545382,20.6327099827,29.2822283423,,76.9675854195,27.4629878716,68.4435807398,25.9767615698,184.55477424,52.9709724532,23.1470410331,,43.1144637448,59.3596089316,8.91453108927,32.8291565777,33.7931379228,,28.2253942423,32.8873220265,25.6836061332,9.21240263151,41.7825640298,10.9459878246
2010-01-26,26.5735453974,24.2247337974,119.48,49.6875991499,,52.5175014892,68.0,32.2676633548,272.049791645,,12.8319759604,22.5636373411,17.1421125695,48.2147061487,13.9623624444,14.2156103452,56.2797746376,6.88560893925,19.6484361847,34.0830855141,23.2461282116,29.2992558796,28.9829524933,19.1835024235,30.8308391576,21.5841105495,48.410266698,19.2660368138,15.6408455732,26.9864583871,21.9525906597,13.8081946989,104.722011016,49.8381330588,67.5914996014,50.3431773895,37.325293154,24.000827181,,47.6686684275,44.194832834,28.93,33.4057685517,18.9946102925,21.3386262288,204.44,57.3330802154,57.3120988851,27.4750031225,10.1161002015,21.61230014,38.693908505,39.323020629,27.0632410922,29.3660713154,20.881317377,136.823750326,19.6388213896,21.9896440226,47.1612115955,35.6234440497,22.2513170442,14.4367449895,24.8317425924,48.0120831776,58.6429661521,15.3691746083,38.1774087063,33.9019464831,30.9075740413,19.2857827788,24.8692102641,34.2111281613,45.545231539,35.4843248116,,53.0,29.5221661012,57.6298664879,19.2962101793,29.0975916316,,77.0343561591,27.2934632551,68.4260085753,25.549052794,183.128602488,52.7579130634,23.2670104531,,43.3251339304,58.6028025847,9.04384432357,32.0109278068,33.5228564151,,28.0527896428,33.2512303414,25.6243688209,9.2984194628,42.811285815,10.9373892482
2010-01-27,26.8243901689,24.3643339582,122.75,50.2019635303,,52.2147610376,71.36,33.0147554564,271.889296211,,12.7927344437,23.5751972219,17.3383704711,48.3100392305,14.3593964476,14.3821403918,55.9382250949,6.95139501191,19.4530589604,33.8220235825,23.3383414862,29.3448223739,29.6976985474,19.8359542619,31.3202175569,21.7316192474,48.4424062941,19.4763647266,15.8285357201,26.6771058635,21.9342049054,13.8289484986,105.205023075,50.8599116794,68.1462748646,50.2800610411,37.1802908726,24.7461165332,,51.1544036686,44.021713735,29.055,33.6481421539,18.9946102925,22.8461690223,207.52,57.2894809149,56.5922448609,27.308098898,10.0577553468,21.3822132442,38.555007295,39.5829936807,27.2353800704,29.0617596955,21.5770749695,137.385990022,19.7902127322,21.8035653572,47.7241864952,35.7086064787,22.3701386019,14.4956335006,24.8771665118,47.6805652548,58.9102888684,15.6958249332,38.5962587815,33.9061641922,31.3604635697,19.4262985004,25.5255823825,34.7229481889,43.5798956749,35.3365614126,,53.58,30.0757583566,56.3803248542,19.6995326052,28.7398580046,,76.7100411382,27.3413723859,68.3645059995,25.9767615698,184.807410379,53.1913787187,23.2246683049,,43.3170312309,58.4269788879,9.33479910073,33.2291795324,33.4354123979,,27.6258203704,33.0228957124,25.6243688209,9.21240263151,42.7619071693,10.8600020601
2010-01-28,25.7154601449,23.9455334756,126.03,50.4868422641,,51.7526835063,73.75,33.1406698555,267.972204524,,12.6828581969,23.7841971973,17.2842303603,49.001204074,14.5295538775,14.1020671316,55.5890855625,6.85052303382,19.1013799568,33.5101996086,22.9191902382,28.8359965201,29.8674507353,19.5380958139,31.7117202764,21.6000574358,48.0004868471,18.9463383863,15.5782821909,26.7044016744,21.5756826961,13.842784365,103.056452193,51.1593985164,66.8628395543,49.5700021217,36.822049942,24.0819208411,,51.6747859439,43.3704561723,28.4,33.2804028954,18.8382760514,22.5941192808,201.68,56.3564558832,56.3913553657,26.336630719,9.90964917703,21.4020483215,38.0688530599,33.9474488177,26.7563846528,28.9364549109,21.4654101707,139.009230432,19.4874300469,21.6903000826,47.4185715496,35.1635669331,21.6809735671,14.3869162493,24.4683512374,47.5313821895,58.1617852629,15.5241951015,38.014522566,33.7374558246,31.1041110064,19.303347244,25.1054833522,33.6095151463,42.2914182204,35.0832527286,,53.27,29.4395403914,56.6906137163,19.1064113906,27.8974530119,,75.4223197313,26.8512251252,67.9515601337,25.5403240435,178.996779184,52.9562787022,22.855938764,,42.7012260732,59.2449413033,9.22165002073,33.4019167174,33.1253836096,,26.9354019725,32.7945610835,25.3451072056,9.11778411708,42.7207582979,10.6020447665
2010-01-29,24.7829214803,23.1407796071,125.41,49.742992237,,51.330440245,76.43,32.6873780186,265.792475911,,12.6200717702,23.7674771993,17.1624151111,48.8979265686,14.349943257,14.1247757743,54.7390067008,6.94262353556,19.1599931241,33.0025791861,23.4808529105,28.9954792504,29.4832747312,19.3915305459,32.4947257153,21.6279644867,47.9040680586,18.9042728038,15.171620206,26.8863737471,21.1987747325,13.7390153668,101.923872193,51.5117359717,66.6475536313,49.2544203797,36.5832226549,24.1253638733,,50.0558188651,44.0464450349,28.39,32.2941930657,19.0415105648,22.9555490988,195.35,55.3362322505,56.4834297177,25.8915527868,9.77949527027,21.0013797616,38.0688530599,32.8656254734,26.3447479659,28.9722562779,21.5427165699,134.864979776,19.0224371391,22.208084195,46.4615142202,34.9080796461,21.459173326,14.4390099322,24.6879001811,47.5976857741,56.9168251844,15.3138101465,37.8206104941,33.7543266613,30.805033016,19.0135335684,24.4570696316,33.8160390171,42.6013052032,34.8932712157,,53.74,29.1834006911,56.0616498067,19.1617693706,27.6955066095,,74.735534981,26.2947421449,66.6687921249,25.4702785884,174.253739415,52.8975036981,22.8917070563,,42.4824531881,59.887080022,8.76097162355,33.5110138869,33.0220406802,,26.5356860579,32.5519555402,25.3281822592,9.17799589899,42.1940527439,10.6966291075
2010-02-01,25.1270588289,23.329650413,118.87,49.9249980947,,52.7246396929,75.41,33.2665842547,267.33523827,,12.753492927,24.18547715,17.1759501388,49.2474812021,14.5768198302,14.2231798927,55.8471452169,6.99086665551,19.2837320327,33.4376824054,23.7994078589,29.0866122392,29.599420965,19.7768553635,32.6904770751,21.6797918671,48.7718371546,19.1230138331,15.3358490846,26.8590779362,21.3458607671,13.7528512332,103.822609251,51.723138445,66.6061524922,50.4062937379,36.80499085,24.4651849251,,50.9644228379,44.0876638679,28.48,32.9043059265,19.0571439889,22.7367889458,204.2,56.495973645,56.5420224871,26.6661595727,9.97697016329,21.1600603794,38.098617605,33.352026667,26.1950618979,29.4645250747,21.628612569,138.864136317,19.4874300469,22.6935068003,46.9601491313,35.0784045041,22.679074652,14.5182829279,25.4828187702,47.9955072815,57.1994234844,15.5352679939,38.1851651892,33.7163672786,31.0870208355,19.3121294766,25.1694114655,34.3099004473,43.172149645,35.1465798996,,53.91,29.6956800917,58.2252856556,18.9482457334,28.312885611,,76.9485080653,26.4790080324,67.9252018869,25.8993070005,176.494866454,54.0509631538,22.8917070563,,42.9118962587,61.0261117967,8.98726978356,33.4382824406,33.7692895545,,27.8438472329,32.7232065119,25.3451072056,9.11778411708,42.0459168068,10.7224248368
