Date,AAPL,MSFT,AMZN,JNJ,FB,XOM,BRK_B,JPM,GOOGL,GOOG,GE,WFC,T,PG,BAC,PFE,CVX,CMCSA,VZ,PM,HD,MRK,UNH,V,C,KO,PEP,CSCO,INTC,DIS,ORCL,MO,IBM,AMGN,MMM,MCD,MDT,MA,ABBV,BA,WMT,CELG,HON,BMY,GILD,PCLN,SLB,UTX,UNP,SBUX,ABT,AGN,QCOM,LLY,CVS,USB,GS,TXN,TWX,UPS,ACN,DOW,NKE,DD,COST,LMT,MDLZ,NEE,CL,WBA,LOW,MS,AXP,CAT,DUK,PYPL,BIIB,MET,GD,AIG,COP,KHC,FDX,DHR,MON,BK,BLK,SPG,SO,GM,RTN,OXY,F,COF,EMR,KMI,HAL,EXC,ALL,FOXA,TGT,FOX
2013-03-22,60.4818362383,25.2091333481,257.75,70.7619290515,25.73,77.2365062631,102.57,43.5035761444,406.409547339,,20.3366701251,32.9497271665,29.2540910122,67.5587443556,12.0320909168,24.4463217654,102.550511318,19.1669732084,40.0789994771,75.2865182511,63.5866562137,38.2943378544,50.8113155223,38.7891047939,44.372772655,35.0793773792,69.7155704616,18.1255970114,18.6030379722,53.9275292989,30.2034017154,28.3482977631,186.973309967,88.0635959067,95.8119640322,86.6648745776,42.2480802117,50.3195819896,33.5071054584,75.8912312695,66.3793935732,56.565,68.8577965695,36.0665388986,43.2859763615,697.91,67.8592326117,84.8062384496,63.4541959003,26.999728202,30.7115447462,89.6012019766,58.3442465977,49.0149467145,51.4741325305,30.3739750875,138.460103835,30.745720503,50.1394897888,75.1065327938,66.8297955487,28.3949784052,28.2890707958,41.96715084,97.063384973,80.8302132176,27.7165622765,66.9780412761,52.0816068734,42.8892676432,35.3026956389,20.7767629223,62.2920853206,76.0298700783,58.7941056356,,178.0,33.9087745621,63.1066638222,35.6126286433,52.2204517227,,95.7647259224,45.7141379435,93.6807762306,26.1942103174,226.501614942,128.462603099,37.492989244,24.4280835425,51.2650092071,64.5060624662,10.9951272099,49.8788314124,49.5996665046,31.6487873339,36.811362427,28.7352705607,44.5021762883,22.7600535602,60.1216903452,22.9581991294
2013-03-25,60.7005036551,25.1288210649,256.02,70.7086845602,25.131,77.0029542786,102.4,43.2716997648,406.073510024,,20.2235435904,32.9585846201,29.2219701327,67.0428952658,11.8788158733,24.2568153951,101.704245339,19.397144284,40.1934641838,75.590556799,63.5043848069,38.1111530948,51.1845165177,39.7364806434,43.6467975994,35.1494660453,68.9974929938,18.2129492861,18.44605031,53.3861645279,29.51395571,28.323218172,185.791943334,88.2915981745,94.6865650936,85.7656621185,42.0092347919,50.5616993986,33.8080417405,75.9180732518,66.8887669488,55.895,68.55558786,35.9504544703,42.7818768785,695.64,67.3938808753,84.09038282,62.5649068245,26.6750538823,30.8118198997,90.3552371167,58.1229774586,49.0590487,51.5673827706,30.4644546082,137.997310855,30.7635647981,49.918766555,74.9736165606,66.4046466057,27.970526318,28.3033270049,41.8308662015,97.3958254505,80.8740188827,27.8564036603,66.9868345072,52.0770546833,42.6125031714,35.573321643,20.5800487557,62.1792032572,75.2998164562,58.5193279149,,176.22,33.7321663613,63.3252465804,35.5278142326,51.62031519,,94.3449807981,45.2471376694,91.9055384655,26.1200845012,225.329422331,128.640193728,37.4683552169,24.376145732,51.0133576892,64.0058247583,11.0200030634,50.3305990167,48.7612146672,31.6319618223,37.2719744696,28.4466445048,44.7421299555,22.7170451445,60.1129031937,22.8636147884
2013-03-26,60.3804897828,25.1243592714,260.31,71.7469521422,25.205,77.9631124369,103.82,43.3787196323,407.467814107,,20.1191190968,33.0383017019,29.5030278284,67.6724060195,11.7638595906,24.6358281356,102.381258122,19.2832212264,40.4550977994,76.100026798,64.0345783176,38.7217689603,51.9215884836,40.5748234667,43.9803537061,35.6488477912,69.9637947715,18.2085816724,18.9824248225,53.7850648855,29.783122986,28.724491629,187.220162696,89.9788149561,95.4968523294,85.9926477878,42.8543801234,52.0669112424,34.5732797147,77.5017502071,66.8172759487,56.235,69.1233739203,36.3254964693,43.5237591365,694.59,67.9048553309,83.954460865,63.6092514315,26.8444491795,31.3131956673,90.3750801467,58.9638001872,49.6500153061,51.5580577466,30.6499376255,138.403435306,31.3122768732,50.245436941,75.3546430956,67.4268132133,27.9965131805,28.2605583777,41.7116171429,97.8575483359,82.0918163721,28.2386367761,67.8573643859,53.406294191,43.8856197416,35.6666409548,20.8142322873,63.1857349892,75.61269658,59.0772099539,,177.09,34.0677219429,64.0265329297,36.2251771645,51.8175029079,,95.0256805152,45.8586856474,95.9645456472,26.2312732255,231.226177526,128.615976824,37.8871336776,24.3674894303,51.9570508811,63.9730222856,11.0365869656,50.763927127,48.4642629748,31.9600592986,37.7231862665,28.6673585475,44.8990227379,22.7944602927,60.2886462231,22.9753962823
2013-03-27,59.194710066,25.3162163924,265.3,72.1196635819,26.09,78.3523657443,103.16,42.6028255928,402.572703369,,20.1017150145,32.7548631887,29.4066651899,67.3751370525,11.7159611395,24.6702838393,101.712707999,19.4134190065,40.0135910732,76.2990678446,63.6689276205,38.4687995303,52.8266008974,40.8655782031,43.6173661783,35.2370768779,69.4052900743,18.1954788312,19.0391148117,53.6331028445,30.1750683179,28.7662909474,185.924185868,91.337708472,94.7946033917,86.3418565098,42.7349574135,52.3158351649,34.5216906378,77.125962455,66.8262123237,56.62,68.8394808901,36.4147921833,45.3879760926,694.86,68.5253243127,83.9182150104,64.2249130993,26.7785732306,31.5502096665,90.3552371167,59.0169047806,49.7205784829,51.2783070263,30.7227403277,139.631253417,31.2988936519,49.9982269192,75.7002253017,67.7343677678,27.8040371524,27.7758472705,41.6434748237,98.4762570024,82.7664236144,28.4157691956,67.6023606841,53.1331627853,43.5811788226,35.62931323,20.8798036762,63.166921312,75.5257854345,59.7183579689,,182.68,33.6968447211,63.99010247,36.0461245199,51.7660626336,,94.9576105435,45.8586856474,97.1942676408,25.8513784173,229.57973905,128.511036907,38.0677832097,24.2895827145,52.4963041337,64.0714297036,10.9619594054,50.5426531983,48.3507226218,32.2797440191,38.2213992922,28.8880725902,44.9174807123,22.7170451445,60.6752808877,22.8894105178
2013-03-28,57.9612687087,25.5259206875,266.49,72.3503897112,25.58,77.9458122899,104.2,42.3263576017,398.323586753,,20.1191190968,32.7637206422,29.4628767291,67.3751370525,11.6680626884,24.8597902096,100.553323608,19.5203671831,40.1852881334,76.8878976073,63.7877640971,38.5560303682,53.3770723656,41.1514870273,43.4015357563,35.4298207097,70.1322326961,18.2522578097,19.0434755801,53.946524554,30.5339580193,28.7495712201,188.048882572,93.4900498799,95.7129289256,87.0315437357,43.1391573547,52.6172664773,35.0633759455,76.8128059949,66.8708941988,57.955,69.0043220044,36.7809046108,46.5483560346,688.162,68.3337088918,84.661255031,64.9454652735,26.7973949303,32.1974402029,91.3870746769,59.2470246852,50.0910351614,51.2783070263,30.8774460699,138.979565343,31.6557795544,50.872290925,76.1166961654,68.7203514866,27.8565306146,28.0419631725,41.873455151,97.9868307438,84.562455883,28.6638805247,68.3058191719,53.7294996877,43.9871000479,35.3866830195,20.589416097,63.4585333091,75.5866232363,60.4427719599,,192.618,33.5732189805,64.2177928432,36.5832824539,51.5260080206,,95.4924460356,46.0885723316,97.6658151721,25.9347699605,229.857128141,127.994409623,38.5276183822,24.0818314725,52.8378311936,64.2682445395,10.9039157474,50.6625099097,48.7961501604,32.5405394491,37.986393148,29.2700776642,45.2866402004,22.9320872228,60.1480517996,23.1043749291
2013-04-01,56.1608633304,25.530382481,261.61,72.7053529871,25.53,78.5167171408,103.47,42.6563355266,401.835427469,,20.0843109323,32.710575921,29.9125690422,67.9347021668,11.6393236178,24.8425623578,101.221873731,19.3320453939,40.2425204868,76.9459512459,63.6872101554,38.6868766251,55.0191567453,40.5481709492,42.9600644387,35.4385817929,70.1233675422,18.1954788312,18.6902533401,53.8420506509,30.6095137459,28.6743324469,187.237795033,93.3076480656,95.118718286,86.4728097805,42.9921755579,52.2380464392,35.355714048,76.275966349,67.4070766994,58.52,68.0702223568,36.7362567538,45.6352701786,695.76,67.5398735769,84.199120384,63.891999753,26.7597515309,32.1883242798,91.7343277019,58.4150527222,49.9322680135,50.8493559219,30.9320480966,137.931197572,31.2364386189,50.872290925,74.8495614097,68.6118028203,27.4453318272,27.6855579467,41.7456883025,97.7097970126,83.2307636644,28.7247380205,68.12995455,53.5838296047,43.332090798,35.0134057724,20.2896611766,63.2703965368,74.4307050012,60.2179538248,,192.77,33.2376633989,62.0775033356,36.027276873,51.851796424,,95.0840262053,45.82160715,97.8137516526,25.8235812362,226.349498344,128.607904523,38.3798142196,24.064518869,52.5232667963,64.7438803929,10.696616969,49.4916020373,48.0450370561,32.9022879486,37.5351813511,29.1682096445,45.4804489317,22.8030619758,60.3325819804,22.9839948587
2013-04-02,56.2763511518,25.6999306345,263.322,73.3797832113,25.42,78.3523657443,105.14,43.0576600298,407.778774011,,20.3105640017,32.6662886533,30.1695360782,69.0363459858,11.6393236178,25.1785054687,100.705651484,19.7599853065,40.4714499003,78.2977716871,64.9212812579,39.1753693176,57.6035736384,40.6935483174,43.2739995979,35.675131041,70.6907373933,18.5361527027,18.712057182,54.5733679732,30.9259033511,29.4267201787,188.983396475,97.0377651665,95.9019959473,87.5291661645,43.4790527597,52.5647590874,35.0031886891,75.238076367,67.934322825,58.895,67.9603282807,37.2184536096,45.8445190206,705.91,68.260712541,84.2625506297,64.2203526425,27.4138055951,32.9267140467,95.9212070325,58.6407472441,49.8352436453,51.5114326266,31.0321518121,138.535661872,31.0178460036,50.8369752076,74.3622018883,69.35355204,27.0778775918,27.9896904061,41.7627238823,99.4366406041,83.2395247974,28.8370903205,68.7278942647,54.1255402259,43.6549826818,35.4800023312,20.3271305416,63.6278564042,73.7701802955,60.4677517527,,198.19,33.6968447211,61.0210200042,36.7529112751,51.4745677463,,94.4422236148,45.7845286525,96.1587122778,26.0552244119,230.358218112,129.93983424,38.4455049585,24.1770507917,52.2057137927,66.162587335,10.7878284315,50.3674780048,47.9402305764,32.6751435419,37.4975803681,29.4483466987,45.9695852534,23.3191629636,60.4819635554,23.5085080224
2013-04-03,56.5641541352,25.4857645459,259.03,72.8295901337,26.25,77.790110967,104.24,42.0498896107,404.349187205,,20.0146946032,32.480282129,29.9366597018,68.3019167731,11.3136141503,25.0062269503,99.6732069899,19.5376060506,40.0544713256,78.2563048024,64.3179576078,39.5679080883,57.5382634642,39.9182023536,41.6945133283,35.1932714616,69.9992553872,18.5160616795,18.3588349421,54.3739177944,30.6000692801,29.1090453586,187.484647763,95.5876707434,95.1457278606,86.6474141415,43.4331209482,51.8510475284,34.8828141763,75.4796542077,67.9164500749,57.775,67.1544383886,36.9862847531,45.3023742936,698.72,67.5307490331,84.4528413666,63.3173821963,27.1503017995,33.1090325076,94.5222734173,58.3885004255,50.143957544,50.4763549615,30.6408372878,135.447227087,30.4691339285,51.2960795339,73.839398038,69.2902319847,27.1216221436,27.9944424758,41.5582969247,98.2176921865,83.3096138615,28.3595930457,68.8685859622,53.4017420009,42.7139834777,35.3400233636,19.7744574071,62.5084426088,73.1096555897,59.7100313713,,195.74,32.8049733069,62.2869784789,35.6597477603,50.8229909394,,93.6253839542,45.3025081857,96.9769859351,25.4158892468,222.117077696,130.771281275,38.3387575078,24.064518869,52.6412150548,66.4742108252,10.5141940439,49.9341498946,47.9751660697,31.8338679615,36.4259523505,29.2870556675,45.5727388037,23.1041208854,59.7350556806,23.2763464581
2013-04-04,56.0050464286,25.5169971005,259.08,73.1313089182,27.0725,77.651709791,105.13,42.6243171315,398.765952293,,20.0843109323,33.1445911444,30.4425635541,68.6691313795,11.4381501232,25.1182079872,99.9186241237,19.6777610438,40.3079288906,78.3972922103,64.6196194328,39.5330157531,57.87414436,40.3373737653,41.9593961189,35.5174315423,70.5045691609,18.5274174752,18.4329680048,54.6968371315,30.5670136497,29.393280724,186.294464961,96.5635204495,95.2717725417,87.8521842324,43.5254925368,51.9453663584,35.7684266634,76.0075465261,68.0951775751,57.975,67.5390676553,36.7251203368,45.4069987146,701.35,67.4668772261,84.416595512,63.144084838,27.3432242213,33.4098579682,95.0877997724,58.2468881765,50.2145207208,51.6140078907,30.7773423544,135.05054739,30.7724869456,51.4461713329,74.1406748331,69.2992777069,27.4978252895,28.1987814719,41.7712416722,98.2176921865,83.581208985,28.3455490082,69.6687699922,53.2970416287,42.9815224671,36.049250133,19.9805389149,62.9613339666,73.5529024317,59.7766441521,,195.68,33.0169031479,61.6494454341,35.5183904092,50.4800557779,,93.333655504,45.050374403,98.1183283206,25.4529521549,224.694111832,132.062849485,38.7821699955,24.0125810585,53.1130080887,67.0974578056,10.4893181905,50.773146874,48.9795614999,31.8506934732,36.2285471894,29.4738137036,45.6927156373,22.8546720746,60.4468149495,23.0441848939
2013-04-05,55.4132040788,25.6106947643,255.48,72.802967888,27.39,76.9943042051,104.15,43.001285192,392.737342553,,19.9537803153,32.9054398988,30.5308959727,68.3980920272,11.4668891938,25.0665244317,99.4531778353,19.4161383899,40.5205062032,76.8961909843,64.043719585,39.3672771611,57.9394545342,40.0175435552,42.1948474882,35.1144217123,69.671244692,18.1487677835,18.2628980374,54.8013110347,30.2506240445,29.125765086,184.619392871,94.8854237587,95.2357597756,88.5418714583,42.7495711928,51.7489498258,35.5190794582,77.0991204727,68.2649687003,58.215,66.8339139998,36.5720239548,45.0550802076,693.31,67.840983524,83.9453994014,63.1805684924,27.1973560487,33.0999165846,96.4272042975,57.6715884148,49.8176028511,51.8844335869,30.3587268167,135.711680218,30.5137446663,51.1018430882,74.0254807644,68.973631708,27.0341330399,28.0229548938,41.4731190257,97.7005625549,82.8189904125,28.1161630624,69.9413601562,53.1331627853,43.3689927276,35.8252837847,20.1959877639,61.6120951299,73.5268290881,59.9931356896,,193.31,32.3016399345,63.3525694252,36.3948059858,50.1885608906,,92.8668899837,44.9020604132,97.5244591119,25.3510291576,219.933757108,134.18586473,38.7493246261,23.8221424199,52.7863821421,67.12205966,10.3151872166,50.4412359811,48.6738759341,31.5646597758,36.284948664,29.8303517726,45.5173648805,23.0267057372,60.4995378583,23.1903606936
2013-04-08,55.8073291834,25.512535307,258.95,71.9776782715,26.849,76.6396511917,105.26,43.6026390029,388.624647056,,20.1191190968,32.7902930028,30.5710470721,68.8877115023,11.6968017591,25.1182079872,99.6985949692,19.4488412216,40.8352841469,78.3226518179,65.1041066064,39.6725850938,57.7435240116,40.2913375987,42.7344235431,35.7977862067,70.4779736991,18.1135445563,18.3937210892,55.8650453216,30.5622914168,29.4768793608,184.540047351,95.852153374,95.2087502011,88.6117132027,42.8419427813,52.0185972882,35.9145957146,77.6180654637,69.0692424512,58.36,67.3559108616,36.6800919892,44.8933879206,696.53,68.3975806988,84.9149760136,63.6730978266,27.3479296462,33.3186987377,97.5880215527,58.2911420043,50.1174963527,52.6304355077,30.6590379633,135.834462029,31.2899715043,51.5168027677,73.750787216,69.2450033737,26.8416570118,28.4886577223,41.5668147146,98.8456353107,83.3096138615,28.2285153624,70.2930894002,53.5883817948,43.9686490831,36.3758677241,20.3645999067,61.8951522285,73.1704933916,60.792489059,,194.13,32.1338621437,62.9154039088,37.7801080262,50.8487110765,,92.6237829418,45.065205802,97.6172511757,25.480749336,223.146101743,136.502615207,38.9956648971,23.8827365322,52.8498927429,66.5234145342,10.5971135553,51.0866182729,48.9009566401,32.0694251241,36.1063439944,30.0765328202,46.2464548694,23.6030185069,60.8598110685,23.7148738572
2013-04-09,55.9081518846,26.4227411836,261.14,72.3415156293,26.59,76.7867024412,105.12,43.692393303,390.028982103,,20.06690685,33.171163505,30.684814924,68.4243216419,11.73512052,25.0751383576,100.400995732,19.2853270629,40.7774555026,78.4055855873,65.0858240715,39.6987543452,58.0140947333,39.9182023536,43.058169176,35.6663699577,70.2208842353,18.4657768277,18.9693425173,56.1689694036,31.204515093,29.660796362,184.451885662,95.1225461171,95.3888140313,88.2275836085,43.1929548179,51.3634610348,36.5852537146,78.0296425255,69.810961577,58.305,67.346753022,36.7701486844,45.9396321306,696.13,68.8264342597,85.5855243249,63.7232628514,27.0138444767,33.4189738912,96.9431230776,58.37964966,50.0469331758,52.7609858438,30.6590379633,138.384545797,31.3702708324,51.9141045885,74.0343418466,68.9374488192,27.5065741998,28.4601453042,41.9330796804,97.6913280972,83.5899701181,28.2097899791,69.6335970678,53.3744288603,44.5683054386,36.2732164812,20.3645999067,61.5366132369,74.6566739795,60.4677517527,,193.17,32.6636867462,63.1430942819,37.3466121496,51.2516598913,,92.7113014769,44.8946447137,97.6729264141,25.6753296037,227.315886145,136.510687509,38.8478607345,23.8307987217,52.586777397,66.8924423515,10.6136974576,51.455408154,49.3725857986,32.5068884259,36.7643611982,30.3142248662,45.8957533558,23.4223831611,60.5610479186,23.5515009046
2013-04-10,57.0486268551,27.0206215144,264.77,72.7852197242,27.57,76.7088517797,106.33,44.2039928138,396.313381442,,20.5194129889,33.2774529475,31.0261184799,69.2811557233,11.8021783515,25.7728663573,101.247261711,19.4418334719,41.1905172479,79.0027087269,65.5337461754,40.8589244898,58.2286853057,40.4609445283,44.2059946017,35.9817689552,70.9744223189,18.906067167,19.4141408936,57.0902392772,31.8561832351,29.8112739083,186.902780615,98.7295419934,96.9553693537,88.6029829846,43.6363384431,52.0244380275,37.5052589196,78.5754294988,69.1407334513,60.405,68.1434850743,37.0943527875,47.2997496036,718.94,70.2498631003,86.2470111725,64.4392545689,27.1973560487,33.8200745053,96.4470473275,59.5523760972,50.7966669298,53.1153367561,31.1140548521,141.161303677,31.9011386124,52.5895176839,74.9293111496,70.393810092,27.8477817042,28.6502280914,42.3674869653,97.6543902663,84.0893547001,28.2987355499,70.2227435514,53.83875225,44.3837957908,36.4038635177,20.8142322873,61.7064474961,75.2389786543,60.6093039119,,198.34,33.2641546291,63.7715197118,37.7895318496,51.6546087061,,95.2493389937,45.8141914505,98.0348154631,26.5185107635,233.337913833,137.850689527,38.9628195276,24.5579280688,52.822673914,66.7202293701,10.879039894,51.4093094188,49.8529488305,32.7592711,37.9675926565,30.6792519369,45.8957533558,23.4567898937,60.5083250098,23.5858952104
2013-04-11,56.8705503959,25.8203990594,269.85,73.0514421811,28.0175,77.1759557486,106.73,44.2578453939,396.418706571,,20.52811503,33.2243082263,31.3186643849,69.6571135345,11.7542799004,26.3930690236,102.355870143,19.5329342175,41.7274975169,79.2846835429,65.7257127913,41.1816785902,58.7604967241,40.6135907649,44.019595601,36.078140871,70.8857707797,19.0953920128,19.0347540433,57.5081348899,31.7475718781,29.7778344536,187.713868154,98.6976216759,97.4595480782,89.0394938871,44.0797220682,52.6873619333,37.4880625606,79.2106897464,69.5160612017,61.495,68.4090624251,37.1934151523,49.1259213156,733.99,70.3867312581,86.8269448471,64.4848591369,27.5620264801,34.1026681198,96.9927306526,59.3266815753,51.1583032111,53.8613386769,31.1231551898,140.792958244,31.8431446532,52.6733925128,74.7166451766,71.0976567842,27.8740284353,29.0826664321,42.8359654098,97.8944861667,85.2458242583,28.4110878498,70.2051570892,54.0982270854,44.9004228048,36.2452206877,20.8610689936,62.0272455412,74.4828516885,60.9257146206,,200.26,33.0080727378,65.4883746191,38.1099418453,51.5774482948,,93.9949066578,45.9328426423,99.380300389,26.5463079446,236.353401694,140.675994986,39.1024123478,25.7265288052,52.9950598302,69.0492049282,11.235593793,50.5426531983,49.4773922783,32.6162542513,38.7008118263,30.7132079434,46.4033476519,23.7320437538,60.736790948,23.8524510805
2013-04-12,56.2773986604,25.6910070475,272.87,73.4241536208,27.4,76.9770040582,107.04,43.9885824935,396.248180172,,20.4149884953,32.9585846201,31.3592957606,70.0155849359,11.6584829982,26.4189108014,101.501141504,19.6216990465,42.0166407387,79.9813272058,67.2980107886,41.0944477522,58.8071468485,40.1604979673,43.9313013374,35.9905300384,70.9123662414,18.9677078145,18.9039309914,57.5081348899,31.6011826578,30.0202705005,186.356178144,101.752852064,96.9463661622,90.436328775,43.5993898077,51.8842602853,37.3926068458,79.5327935339,70.2041620775,61.5,67.9969596394,37.3014831866,49.3922380236,743.11,69.0362987683,86.7091458195,64.4255731985,27.8043558636,33.9745657979,96.5661055075,59.0169047806,50.7261037529,53.6375381006,31.0139511365,140.840182018,31.9858990142,52.4968139258,74.5571456969,70.5949091469,27.7777904213,28.7880381121,42.4356292845,98.0052996592,85.1406906621,28.6030230289,69.8973940007,53.8842741509,44.9926776287,36.3198761371,20.4395386368,61.9706341214,73.9179292428,60.7591826686,,207.01,32.4959089554,64.8181585323,37.8178033198,50.8915779717,,93.6740053626,45.6510460617,97.8492313354,26.360993404,235.449650139,140.183584606,39.3159072493,25.6399657877,52.9315492295,68.3849548571,11.2190098907,50.3951372459,48.7612146672,32.6246670071,38.4094042075,30.74716395,46.4679505623,23.7062387044,61.0619155523,23.7922610453
2013-04-15,54.9745598594,25.6017711772,267.72,72.5101231854,26.52,74.8144856837,104.52,43.0192360521,392.175608534,,19.8493558217,32.3917075936,30.8392141517,69.6396271247,11.476468884,26.2294044311,98.6492251554,19.2245932325,41.8348935707,78.0489703789,66.0273746164,40.5274473056,57.4636232651,39.0798595303,44.019595601,35.1231827955,69.9637947715,18.536223282,18.6466456561,55.922031087,30.9778479132,29.1006854949,184.487150338,98.9347440344,95.2177533926,89.1791773759,42.7033853985,50.7862013048,35.960771123,77.6359601185,70.1237347024,60.185,66.1196025046,36.6981033282,48.2033241486,711.38,65.5963457369,84.742808204,61.9127615023,27.1550072244,33.059549213,95.2763085574,57.9636636785,49.8264232482,52.5092101955,30.3132251279,138.327877269,31.4684144556,51.6227499199,73.0241784749,68.7758767864,26.4042114933,28.3555997713,41.5497791348,96.2322837792,83.6162535171,28.265966129,69.4225595214,53.2014456367,44.8542953928,35.3773510883,20.1210490338,60.4798667355,71.5017993981,60.192974032,,198.75,31.8247977922,62.6055273416,36.3571106922,49.0740216156,,92.0986717314,44.4274556458,95.6686178348,25.3232319765,227.154821512,137.584303583,38.8889174463,25.0253683634,52.1149843631,66.1789885714,10.7380767246,48.9568567098,46.8048270467,31.9264082754,36.3413501386,30.4245818876,45.3050981748,22.8460703915,60.174413254,22.9410019765
2013-04-16,55.8112573406,25.851631614,272.34,74.0453393537,26.92,74.9182865656,107.16,43.5218601328,397.9133203,,20.1017150145,32.825722817,30.8310878765,70.0330713457,11.7638595906,26.6514868013,99.0215821861,19.3460608933,41.6861913424,78.7622007957,66.2376237672,40.9636014953,58.601886301,39.9085105291,45.7756703976,37.1207097792,70.9212313954,18.6330871566,19.1132478744,57.6980874412,31.5586825616,29.5771977251,186.902780615,101.096205533,95.5688778615,89.9561667823,43.0913460705,51.7470029127,36.8372281412,77.7433280477,70.3113985776,61.249,67.0170707934,36.9772790836,49.4683285116,720.7,66.8737818759,85.6398931069,63.6685373698,27.5549683427,33.3066036909,96.2089309675,58.2468881765,50.4350306485,53.7401133647,29.7763051992,136.098915161,31.8832943173,52.7351950183,73.7419261337,70.8325716664,26.4829516867,28.7500215546,42.2482379067,97.4697011122,84.3346664245,28.6779245622,70.0908450849,54.3212844,45.2602166181,35.4520065377,20.4676406606,60.9421933298,71.7972972928,61.2587785245,,202.125,32.5488914156,62.7891481873,37.2806453858,49.2454891964,,92.5168158434,45.2061040923,97.7657184779,25.7216582388,230.161361338,140.845513314,39.5211908085,25.5101212615,52.0696196483,66.917044206,10.879039894,49.1689108914,47.4860691645,32.2797440191,37.3095754527,30.5604059139,45.6834866501,23.542806725,60.0865417393,23.6374866692
2013-04-17,52.7420571903,25.7222396021,267.4,74.4535471209,26.625,74.4598326703,105.17,41.9960370306,392.491583919,,19.805845616,32.38285014,30.7010674743,69.1237780349,11.2082375579,26.5911893198,97.1597970326,18.9746501613,40.9261577309,77.9909167403,66.5484268596,40.7891398194,57.87414436,39.3076174072,44.873106815,37.2784092779,69.901738694,18.166379397,19.1263301796,57.6316040482,30.6803472396,29.3765609966,184.848613262,99.8102727427,94.9656640304,89.5196558798,42.8142313048,51.1804512047,36.6549945037,77.5643814991,70.1594802024,60.67,65.8357094744,36.7521373454,49.4017493346,708.8,64.7568877027,84.1356901383,62.4508954045,27.3714567708,34.1118182856,96.9629661076,56.8484672174,50.6908221645,53.3484623564,29.4668937148,132.793251017,30.5226668139,52.5497875019,73.1216503792,70.1104432419,26.5091984178,28.9401043418,41.8649373611,96.7494134109,83.7213871133,27.9195465375,69.4841121391,53.647560266,44.789717016,35.0787292907,20.1116816926,60.5081724453,70.8065102341,60.9090614254,,204.08,32.0985405035,60.9896638994,36.3382630454,48.7053663169,,91.5249391127,44.3013887545,96.3088830754,25.193511798,224.622527551,139.489366693,39.3815979883,25.3369952264,51.4254406981,65.9739731173,10.7173468468,48.6433853109,46.7960931734,31.8002169383,35.4295262991,30.6198289254,45.2866402004,23.3105612805,60.4204534951,23.3795293756
2013-04-18,51.3344675309,25.6910070475,259.42,73.8146132243,25.69,74.9269366391,103.0,41.8614055804,384.14281206,,19.7275272459,32.1259839874,30.6685623738,69.8319776328,10.9591656121,26.349999394,97.8198844962,18.6826605922,42.0579469132,76.0419731595,66.255906302,40.6146781436,55.690918537,39.1089350039,44.2354260229,36.8841605311,72.0293756359,18.1223503631,19.39669782,56.9762677464,30.3356242369,28.992007267,182.6269387,98.0044947819,94.515504455,88.9696521427,42.1306815493,50.7170858902,36.7244168418,77.0543838355,68.9530695761,59.54,65.4510802078,36.5179899376,48.3745277466,690.01,64.7842613342,82.9576998618,64.9682675575,27.1597126493,33.7458116517,95.9212070325,56.3262720491,49.6500153061,53.0314115401,29.3667899993,130.904300078,30.2639245345,51.6227499199,72.9887341461,69.0775253688,26.4042114933,28.5979553249,41.3879411267,95.6782163167,83.2482859304,28.1817019041,69.3346272104,53.9753179528,44.9373247343,34.8267671489,19.025070106,61.3667789778,70.3806456212,60.9840008037,,198.66,31.37444688,60.5856980389,36.1309389305,49.1426086479,,89.3369757361,43.0481355406,94.759255609,24.7394911735,219.495303383,139.578162008,39.307695907,25.0859624756,51.008085322,65.5311397365,10.5722377019,48.671044552,46.5690124674,31.901170008,35.4483267907,30.9508999894,44.7052140067,22.8718754409,60.0074573761,22.9496005529
2013-04-19,51.1354409,26.5610567825,260.32,74.9771179529,25.73,75.6448927395,105.28,42.3909559512,401.173383804,,18.9269394617,32.497997036,31.1073812312,71.195917599,11.169918797,26.7548539123,98.0822269496,18.9489550792,43.1649523908,76.2576009599,67.6453789507,41.4259249364,56.017469408,39.7267888188,44.1765631806,37.3747811937,73.3768790324,18.0166806817,19.5711285558,58.4673952737,30.5717358826,29.2762426324,167.507209042,101.579570341,95.1727374351,87.2323387509,42.5186422213,50.8105377184,36.7851613876,78.7006920828,69.9628799522,61.18,67.9328547616,37.0583301093,50.5716405876,683.57,63.82618423,84.470964294,66.5142624124,27.4820342565,34.0386169588,97.7070797327,56.5829442505,50.646720179,54.2949522933,29.5851981059,131.017637135,30.5583554041,52.752852877,73.538121243,68.3188334797,26.727921177,28.9496084811,41.8990085208,96.4539107642,84.3521886906,29.6656885326,70.4161946355,54.8083687401,45.5277556074,35.573321643,19.2779883201,63.4425310342,70.3544037697,61.8999265395,,203.27,31.4362597503,61.5129833097,36.6398253943,49.2883560916,,89.8426383832,43.8267839871,95.7799683114,25.0081972574,223.844048489,142.161298428,39.8332218184,25.2331196054,51.8518690172,65.2851211916,10.7214928224,51.7873190469,46.7087544403,32.7003818093,34.9783145023,31.1376580256,45.1943503284,23.4567898937,60.6664937362,23.4913108695
